FEN,Moves,Rating,Themes
4r3/ppBk2pp/2pPr1b1/3p1p2/8/2Q5/Pq3PPP/R5K1 w - - 0 29,c3b2 e6e1 a1e1 e8e1,561,backRankMate endgame mate mateIn2 short
2r1r1k1/8/p6p/3Pq1p1/5p2/2P4P/1R1QBPPB/6K1 w - - 2 38,e2h5 e5e1 d2e1 e8e1,561,backRankMate mate mateIn2 middlegame short
r4rk1/p1q2ppp/bpn1pB2/2bp4/2P5/1P1QPN2/P1B2PPP/RN3RK1 b - - 0 12,g7f6 d3h7,561,kingsideAttack mate mateIn1 middlegame oneMove
6k1/2q2rp1/b4PNp/3Q4/pp1B4/P3P3/1P3RPP/6K1 w - - 0 32,f6g7 c7c1 f2f1 c1f1,561,mate mateIn2 middlegame short
rnbq1rk1/pppp1ppp/1b6/3P4/1P2p1Q1/P3P3/1B1P1PPP/R3KBNR b KQ - 4 9,f7f5 g4g7,561,kingsideAttack mate mateIn1 middlegame oneMove
6k1/p6p/2R2K2/r3r3/4N3/4P3/5P1P/8 b - - 10 38,e5e4 c6c8 e4e8 c8e8,561,endgame mate mateIn2 rookEndgame short
r1br1Q1k/pp4pp/2pp4/7B/PqP1P3/8/1P4PP/R4R1K b - - 2 21,d8f8 f1f8,561,backRankMate mate mateIn1 middlegame oneMove
k2r4/1R4p1/p2r2p1/2N1p3/4PbQ1/2R4P/P1P3P1/7K w - - 7 34,b7g7 d6d1 g4d1 d8d1,561,mate mateIn2 middlegame pillsburysMate short
5r1k/p1p1q2p/1p3b2/5p1Q/2P4R/P7/1P3RPP/7K w - - 4 28,h4h3 e7e1 f2f1 e1f1,561,endgame fork mate mateIn2 short
1r4k1/p1R2ppp/5p2/8/8/4P2P/q4PP1/2R3K1 b - - 1 25,a7a5 c7c8 b8c8 c1c8,561,backRankMate endgame mate mateIn2 queenRookEndgame short
1r4k1/6pp/3Bp1n1/p3P3/6P1/P6r/1P3R2/5RK1 b - - 3 31,b8b3 f2f8 g6f8 f1f8,561,endgame mate mateIn2 operaMate sacrifice short
3r1k2/2R2p2/p1p2P2/6p1/2p5/2P4P/r5P1/5R1K b - - 1 33,d8d6 c7c8 d6d8 c8d8,561,endgame mate mateIn2 rookEndgame short
3Bk3/R2R2p1/1pp4p/6n1/1r6/8/P4PPP/6K1 w - - 0 31,d8g5 b4b1 g5c1 b1c1 d7d1 c1d1,561,backRankMate endgame long mate mateIn3
1rQn2k1/1b1R1ppp/p7/1p6/4P3/P4N2/1qP1BPPP/3R2K1 b - - 0 20,b8c8 d7d8 c8d8 d1d8,561,backRankMate mate mateIn2 middlegame short
8/5ppk/7p/1R6/P7/2rb1B1P/5PP1/5K2 w - - 1 41,f3e2 c3c1,561,endgame mate mateIn1 oneMove
r2Q3k/1qn3p1/7p/1Pp2B2/8/P2R2P1/4b2P/6K1 b - - 4 30,a8d8 d3d8 c7e8 d8e8,561,endgame mate mateIn2 pillsburysMate short
1k1r3r/1pp2p1p/p7/4b1p1/8/P3P2P/1P2bPP1/R1B1R1K1 w - - 0 23,e1e2 d8d1 e2e1 d1e1,561,endgame kingsideAttack mate mateIn2 pillsburysMate short
r4rk1/p1b2ppp/2pqpn2/3p4/8/P3PB1P/3BNPP1/2RQ1RK1 w - - 2 18,a3a4 d6h2,561,mate mateIn1 middlegame oneMove
8/8/p7/kp4Kp/7P/6P1/8/8 w - - 0 54,g5h5 b5b4 g3g4 b4b3 g4g5 b3b2 g5g6 b2b1q,561,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong
3r1rk1/p4p1p/4pbp1/2Q5/2P5/3B4/4RPPP/1q4K1 w - - 0 22,d3b1 d8d1 e2e1 d1e1,561,backRankMate endgame fork mate mateIn2 short
r1b1k2r/pp2bppp/2p1p3/2B5/4q3/1P5P/P1PQBPP1/R2R2K1 b kq - 3 17,e7c5 d2d8,561,mate mateIn1 middlegame oneMove
8/1p6/p4k2/2P1pp2/1PK4r/5PRP/P6P/8 w - - 3 38,c4d5 h4d4,561,endgame master mate mateIn1 oneMove rookEndgame
8/p4ppk/8/3n4/8/1N6/Pr3PPP/3R2K1 w - - 0 27,d1d5 b2b1 b3c1 b1c1 d5d1 c1d1,561,backRankMate endgame long mate mateIn3
2k5/2p5/2P5/6pp/p3n3/P3P2P/2r3PB/3R2K1 w - - 1 30,d1d4 c2c1 d4d1 c1d1,561,endgame mate mateIn2 short
r3Q1kr/pp3ppp/8/3q4/8/8/PP1P1PPK/R1B1R3 b - - 2 18,a8e8 e1e8,561,backRankMate endgame mate mateIn1 oneMove
r2qk2r/1ppbbp2/p1np1np1/4p1N1/4N3/1P2PQ1P/PBPP1P2/R3KB1R b KQkq - 1 11,f6e4 f3f7,561,attackingF2F7 mate mateIn1 middlegame oneMove
6k1/7p/8/5R2/3q2K1/4pQ2/P4b2/8 w - - 17 49,g4h5 d4h4,561,endgame mate mateIn1 oneMove
r3Q2k/p5pp/2p5/3p2q1/8/8/PP3PPP/4R1K1 b - - 1 21,a8e8 e1e8,561,backRankMate endgame master mate mateIn1 oneMove queenRookEndgame
7k/3R3p/7P/pp3Kp1/5bP1/1rr5/8/5B2 b - - 13 42,c3e3 d7d8 e3e8 d8e8,561,endgame mate mateIn2 short
r1bqk1r1/pp3pbp/4p3/2p1N2Q/2pn1P2/2N5/PPPP2PP/R1B2RK1 b q - 3 11,d4c2 h5f7,561,attackingF2F7 mate mateIn1 oneMove opening
8/8/8/3p2P1/3k4/8/6K1/8 b - - 0 47,d4c3 g5g6 d5d4 g6g7 d4d3 g7g8q,561,advancedPawn crushing endgame long pawnEndgame promotion
5rk1/bpp2rR1/p6p/2PP4/3Q4/P3pP2/1B2K3/8 b - - 0 36,f7g7 d4g7,561,endgame mate mateIn1 oneMove
5r2/p4k2/5Ppp/3Nn1p1/6P1/2P4P/P7/5RK1 w - - 3 40,f1e1 e5f3 g1f2 f3e1,561,crushing endgame fork short
1Q5k/p5pp/3b4/4p3/3pP3/3P2Pq/PP1B3P/5RK1 b - - 0 22,d6b8 f1f8,561,backRankMate endgame mate mateIn1 oneMove
3r2k1/3r2p1/p6p/P6Q/4b3/R5P1/5P1P/R2q2K1 w - - 4 32,a1d1 d7d1 h5d1 d8d1,561,endgame mate mateIn2 pillsburysMate short
5r1k/ppp3pp/8/8/2P5/P5P1/1P3r1P/R4RK1 b - - 1 28,f2b2 f1f8,561,backRankMate endgame hangingPiece mate mateIn1 oneMove rookEndgame
r1b2r2/5pk1/p3pNpp/1p2P1Q1/2P4R/2K5/PP5P/R7 b - - 0 23,h6g5 h4h7,561,endgame hookMate mate mateIn1 oneMove
3r2k1/4qppp/1p2p3/1N6/2rPR3/B5Q1/n4PPP/6K1 w - - 0 26,a3e7 c4c1 e4e1 c1e1,561,backRankMate mate mateIn2 middlegame short
2B2r1k/6pp/p7/1p2R3/2p5/2P4P/PP1r2P1/4R1K1 b - - 0 31,f8c8 e5e8 c8e8 e1e8,561,backRankMate endgame mate mateIn2 rookEndgame short
5rk1/pp4p1/3B3p/1p6/3pP3/4n1P1/PP5P/3R2K1 w - - 2 22,d1d4 f8f1,561,endgame mate mateIn1 oneMove
r2q1rk1/p4ppp/1pn1p3/8/2BP4/P4P2/1P1Q1P1P/2KR3R b - - 2 16,d8d4 d2d4 c6d4 d1d4,561,advantage middlegame short
6k1/b4pp1/7p/p2B4/P3P3/5P2/2r3PP/1R5K w - - 0 37,b1b7 c2c1,561,backRankMate endgame mate mateIn1 oneMove
3r4/1b1r1kpp/2q1p3/1pp1B3/8/1P2PP2/P5PP/R2RQ1K1 w - - 1 27,e1g3 d7d1 a1d1 d8d1,561,advantage kingsideAttack middlegame short
8/7p/2p1k3/8/2PpP3/1p1P1PR1/1P1r4/1K6 w - - 4 42,f3f4 d2d1,561,endgame master mate mateIn1 oneMove rookEndgame
8/6kp/5pp1/4b3/PP2R3/5B1P/r4PP1/6K1 w - - 1 38,b4b5 a2a1 f3d1 a1d1 e4e1 d1e1,561,endgame long mate mateIn3 pillsburysMate
8/pp1PPQrk/2p4p/2P5/8/P1N2p2/1P3b1P/7K w - - 4 43,f7f8 g7g1,561,endgame master mate mateIn1 oneMove operaMate
4r3/7p/5k2/5p2/1RP3p1/5N2/6PP/7K w - - 0 35,f3d2 e8e1 d2f1 e1f1,561,backRankMate endgame mate mateIn2 short
r4rk1/pp3p1p/2pq2p1/3p1bN1/N5n1/1B3P2/PP4P1/R1BQ1RbK w - - 1 19,h1g1 d6h2,561,mate mateIn1 middlegame oneMove
1r1q1rk1/5ppp/3p1n2/1p6/3QP1B1/P7/1B3P1P/R4RK1 b - - 0 18,f6g4 d4g7,561,mate mateIn1 middlegame oneMove
1k4nr/ppp3p1/2n1Q2p/8/1B2N3/7P/Pq3PP1/3K1B1R b - - 0 16,b2b4 e6e8 c6d8 e8d8,561,mate mateIn2 middlegame queensideAttack short
r2q1rk1/1ppnbppp/p1b5/4B3/8/2NB4/PPP2PPP/R2QR1K1 w - - 1 13,d3h7 g8h7 d1h5 h7g8 e5g7 g8g7,561,advantage hangingPiece long opening
4r1k1/p1p2ppp/2p5/8/4R3/2P3PP/P1P2KP1/3R4 b - - 0 21,e8e4 d1d8 e4e8 d8e8,561,backRankMate endgame mate mateIn2 rookEndgame short
5k2/ppp1rp2/7Q/4N3/4qP2/1P6/P1P5/2K5 b - - 0 35,f8e8 h6h8,561,endgame master mate mateIn1 oneMove
1rbq1rk1/p4ppp/1p1bp3/2n5/3QB3/PP3N2/1BP2PPP/R3K2R b KQ - 1 13,c5e4 d4g7,561,kingsideAttack mate mateIn1 middlegame oneMove
2rR2k1/5ppp/4p3/p1r5/1pP5/1P3B2/P1K2PPP/3R4 b - - 5 27,c8d8 d1d8,561,backRankMate endgame master mate mateIn1 oneMove
6k1/r3p2p/3p2pB/2pP2Q1/4P3/2P2RP1/3q1PK1/1r6 b - - 5 26,d2g5 f3f8,561,endgame mate mateIn1 oneMove operaMate
6k1/1R3ppp/p3b3/2P5/P3B1P1/2n2P2/3r3P/5K2 b - - 0 32,c3e4 b7b8 e6c8 b8c8 d2d8 c8d8,561,backRankMate endgame long mate mateIn3
8/1R6/8/8/2p5/1p2K1P1/1k2P2P/8 w - - 2 43,e3d2 c4c3 d2d3 c3c2 b7b8 c2c1q,561,advancedPawn crushing endgame long promotion rookEndgame
8/8/1q1k1pp1/3p3p/2pR1K1P/p1P2P2/P5P1/3R4 b - - 7 42,b6b5 d4d5 b5d5 d1d5,562,crushing endgame fork queenRookEndgame short
5r2/p1r5/1p4pk/3RQp1p/5P1q/8/PPP3P1/1K2R3 w - - 2 29,e5c7 h4e1 d5d1 e1d1,562,endgame hangingPiece mate mateIn2 short
5n2/pp1r3k/3Bp1rp/2q3p1/4Q3/8/P4PPP/3R2K1 w - - 0 36,d6c5 d7d1 e4e1 d1e1,562,backRankMate endgame hangingPiece mate mateIn2 short
3r2k1/2p2ppp/8/1R6/rp2P3/3P2PP/p4KP1/R7 b - - 5 35,d8d3 b5b8 d3d8 b8d8,562,backRankMate endgame mate mateIn2 rookEndgame short
r5k1/ppq2pp1/2p2n1p/3p4/3P4/2PB2P1/PP2QPP1/4R1K1 b - - 2 19,a8e8 e2e8 f6e8 e1e8,562,endgame kingsideAttack mate mateIn2 pillsburysMate short
k1r5/ppQ3pp/8/8/1b6/8/PPP2P1P/1K1R4 b - - 0 26,c8c7 d1d8 c7c8 d8c8,562,backRankMate endgame mate mateIn2 short
8/Q5pk/7p/p2q4/b2B4/4P2P/6PK/8 b - - 3 58,a4c6 a7g7,562,endgame mate mateIn1 oneMove
8/5k2/1R5R/1pN5/1P4pK/2p1r1b1/P7/3b4 w - - 0 46,h4g5 e3e5,562,endgame mate mateIn1 oneMove pillsburysMate
8/8/6kp/p1K5/P7/1P6/8/8 w - - 1 51,c5b5 h6h5 b5a5 h5h4 b3b4 h4h3 b4b5 h3h2 b5b6 h2h1q,562,advancedPawn crushing endgame pawnEndgame promotion quietMove veryLong
k1r5/p4p2/q6p/4B3/1R4P1/4P3/5P2/1R4K1 b - - 0 35,a6e6 b4b8 c8b8 b1b8,562,endgame mate mateIn2 operaMate short
3r4/4R3/pr4kp/1p4p1/8/5P2/PP4PP/2R4K w - - 2 45,c1c7 d8d1 e7e1 d1e1,562,backRankMate endgame mate mateIn2 rookEndgame short
2r2Nk1/3nq2p/p5pQ/5p2/2Pp4/P6R/5nPP/5R1K w - - 1 33,f1f2 e7e1 f2f1 e1f1,562,fork mate mateIn2 middlegame short
2k5/1b3pp1/pq1p1n2/4p3/1p2P2b/3P4/BPP1KrP1/R1BQ1R2 w - - 2 26,f1f2 b6f2,562,mate mateIn1 middlegame oneMove
2r3k1/5p2/1R4pp/3P4/4P3/1p4P1/b5BP/7K w - - 2 42,d5d6 c8c1 g2f1 c1f1,562,advantage endgame short
5r2/ppp5/3p3p/7R/8/P5k1/2r5/5R1K w - - 16 40,f1f8 c2c1 f8f1 c1f1,562,endgame mate mateIn2 rookEndgame short
6k1/3q2p1/8/2p3Q1/2P3P1/1P1p3P/1K3r2/3R4 w - - 2 40,b2c3 d7d4,562,endgame mate mateIn1 oneMove
6k1/3B2pp/5p2/4b3/8/2r1P2P/5PP1/1R4K1 w - - 0 29,b1b7 c3c1,562,endgame mate mateIn1 oneMove pillsburysMate
2r3k1/1p5p/p3q1p1/3R1p2/2P1r3/1P3Q2/P5PP/5R1K w - - 4 26,f1d1 e4e1 f3f1 e1f1,562,crushing endgame short
2r1R2k/pp4pp/n1pb3q/3p4/3r4/2N4P/PPP1QPP1/5RK1 b - - 1 19,c8e8 e2e8 d6f8 e8f8,562,kingsideAttack mate mateIn2 middlegame short
r3rbk1/p3q3/4b3/6N1/7P/8/PPQ2PP1/5nK1 b - - 2 30,e6f7 c2h7,562,mate mateIn1 middlegame oneMove
r4rk1/ppq2p2/6pQ/3P4/7b/1BP1Bn1P/PP3P2/R4RK1 w - - 1 22,g1h1 c7h2,562,mate mateIn1 middlegame oneMove
1r4k1/5ppp/8/RN1p4/4n3/8/2P1KPPP/8 b - - 5 37,b8b5 a5a8 b5b8 a8b8,562,backRankMate endgame mate mateIn2 short
6k1/5ppp/1pp5/8/5p2/1PP2P2/1P1rRKPP/8 b - - 3 25,d2d3 e2e8,562,backRankMate endgame master mate mateIn1 oneMove rookEndgame
8/1R3pk1/4pBp1/4P2p/1p3P2/2b3P1/2P4r/1K6 b - - 1 49,g7g8 b7b8 g8h7 b8h8,562,endgame mate mateIn2 operaMate short
4r2k/pp2Np1p/5bp1/1b6/P7/1P4N1/5PPP/4R1K1 b - - 0 28,b5a6 e7g6 h7g6 e1e8,562,advantage discoveredAttack endgame short
3rkb1r/pp3ppp/4b3/2p1P3/4p3/8/PPP2PPP/RNB1R1K1 w k - 0 12,e1e4 d8d1 e4e1 d1e1,562,backRankMate fork mate mateIn2 middlegame short
2r1R2k/R4Qpp/6r1/1pnP4/2p5/2q5/5PPP/6K1 b - - 3 28,c8e8 f7e8,562,endgame mate mateIn1 oneMove
3r1rk1/5pp1/4b2p/1p6/2PpQ3/P5qP/1PB3P1/2R1R1K1 b - - 0 29,b5c4 e4h7,562,mate mateIn1 middlegame oneMove
r4k2/2R2rpp/5p2/ppR2N2/b7/4P3/5PPP/6K1 b - - 5 31,g7g6 c7c8 a8c8 c5c8,562,endgame mate mateIn2 short
1k6/2n5/p4q1p/1p4p1/1P6/1B2r1P1/P5PP/5R1K w - - 0 41,f1f6 e3e1 f6f1 e1f1,562,backRankMate endgame mate mateIn2 short
3Q3k/p1p1b1pp/2p4q/8/2B5/2PPPR1P/PP6/6K1 b - - 0 26,e7d8 f3f8,562,backRankMate endgame mate mateIn1 oneMove
r4r1k/1p4pp/p4p2/5Q1N/Pb1N2n1/3BP3/2PPKP1q/R7 b - - 1 22,g4h6 f5h7,562,kingsideAttack mate mateIn1 middlegame oneMove
6kb/p1q1pp1p/3pb1p1/3p4/4P3/3P1PQ1/P2r2PP/2R4K w - - 0 29,c1c7 d2d1 g3e1 d1e1,562,backRankMate endgame mate mateIn2 short
r1bqk2r/bp3p2/p1pp2np/4p1p1/1PB1P3/P1NP1QPn/2PB1PKN/R4R2 b kq - 1 18,g5g4 f3f7,562,attackingF2F7 mate mateIn1 middlegame oneMove
r1bq1Q1k/1pp3pp/2n5/p3p3/1n6/3PP2P/PPP3PN/RN3RK1 b - - 2 14,d8f8 f1f8,562,backRankMate mate mateIn1 middlegame oneMove
8/8/3N4/8/P1P2k1K/8/8/1r6 w - - 2 55,c4c5 b1h1,562,endgame master mate mateIn1 oneMove
1r3rk1/1b3ppp/1q2p3/1pbpP3/p4B2/P1PQP3/2B2PPP/1R3RK1 b - - 5 20,b7a6 d3h7,562,kingsideAttack mate mateIn1 middlegame oneMove
r2q1rk1/ppn2ppp/2p1p3/2P3N1/3P3P/1P6/P1Q2PP1/R4RK1 b - - 0 18,d8d4 c2h7,562,kingsideAttack mate mateIn1 middlegame oneMove
2kr3r/pppnqp2/2n5/N3P1pp/8/2Q2N2/PP3PPP/2R1R1K1 b - - 1 18,c6a5 c3c7,562,mate mateIn1 middlegame oneMove queensideAttack
r6r/1pq1kn2/p3p1p1/2Pp1p2/N7/1N6/PPP2PPP/R2Q1RK1 w - - 2 18,a4b6 c7h2,562,kingsideAttack mate mateIn1 middlegame oneMove
r2k3r/ppq4p/5b2/1Bpp4/3n2b1/4QN2/PP3PPP/RN3RK1 b - - 1 14,h8e8 e3e8,562,mate mateIn1 middlegame oneMove
r1bQ2k1/3prppp/p4q2/1p3P2/3N4/2P5/1P4PP/R4RK1 b - - 3 25,e7e8 d8e8,562,hangingPiece kingsideAttack mate mateIn1 middlegame oneMove
7k/2b5/R5K1/7p/8/1PP1p1P1/P4P1P/4r3 b - - 0 37,e3f2 a6a8 c7b8 a8b8 e1e8 b8e8,562,endgame exposedKing long mate mateIn3
8/5p2/5pk1/3P1qp1/6P1/2p3NP/P4K2/8 w - - 0 54,g3f5 c3c2 d5d6 c2c1q,562,advancedPawn crushing endgame knightEndgame master masterVsMaster promotion short
r4rk1/1b3pbp/5np1/p1pq4/Pp1n4/1P1P1N2/1B2BPPP/1RNQ1RK1 w - - 2 17,f3d4 d5g2,562,kingsideAttack mate mateIn1 middlegame oneMove
r3r1k1/ppp3pp/3b1p2/4N3/2bP4/2P5/P4PPP/R1B1R1K1 w - - 0 20,e5c4 e8e1,562,hangingPiece kingsideAttack master mate mateIn1 middlegame oneMove
8/8/8/1P6/5k1p/8/6K1/8 b - - 0 60,f4e4 b5b6 e4d5 b6b7,562,advancedPawn crushing endgame pawnEndgame short
7k/4R2p/3nN1p1/1p6/1Pn4P/5P2/4r1P1/6K1 b - - 7 44,d6f5 e7e8,562,endgame mate mateIn1 oneMove
3r2k1/1p4pp/bP3p2/p1R1p3/8/P4P2/2Pr1BPP/2R3K1 w - - 8 33,c5a5 d2d1 c1d1 d8d1,562,advantage endgame short
1r1q1rk1/pb3ppp/3b4/8/2PQp3/1P3N2/PB1P1PPP/R3K2R b KQ - 0 16,e4f3 d4g7,562,kingsideAttack mate mateIn1 middlegame oneMove
8/5p1k/2p2rpp/1p3r2/1P1P4/B3n1P1/R5QP/1R4K1 w - - 0 46,g2e4 f5f1 b1f1 f6f1,562,mate mateIn2 middlegame short
7k/6r1/p7/1p1qPQ2/2p4p/P1P4P/6PK/4R3 w - - 1 47,f5f6 d5g2,562,endgame mate mateIn1 oneMove
rnbq2nr/ppp2kp1/4p1Bp/2b5/5P2/8/PPP3PP/RNBQK2R b KQ - 1 8,f7f8 d1d8,562,hangingPiece mate mateIn1 oneMove opening
2Q3k1/2r2ppp/4p1q1/4n3/1p4P1/PB5P/1PbR1P2/2KR4 b - - 0 27,c7c8 d2d8 c8d8 d1d8,562,backRankMate mate mateIn2 middlegame short
8/p3kppp/4p3/1r2n3/2R5/3N4/P4PPP/6K1 w - - 1 25,d3e5 b5b1 c4c1 b1c1,562,backRankMate endgame mate mateIn2 short
r2qk2r/3bppb1/3N2p1/p2Qp1Bn/1p1P3P/8/PPP5/2KB2NR b kq - 1 19,e8f8 d5f7,562,mate mateIn1 oneMove opening
r4nk1/p3Q2p/b5p1/q4p2/3N4/4P3/P5PP/2R1R1K1 w - - 4 33,c1c7 a5e1,562,hangingPiece master mate mateIn1 middlegame oneMove
k4Q2/pp4b1/1q4p1/3p2P1/1P1P4/P3R3/1B3P2/4K3 b - - 0 31,g7f8 e3e8 b6d8 e8d8,562,backRankMate endgame fork mate mateIn2 short
r4rk1/1p3p2/p2b2R1/P2p3p/1P6/2BQP2q/5P2/2KR4 b - - 0 23,f7g6 d3g6,562,mate mateIn1 middlegame oneMove
rb5k/1p1q2pp/p4n2/3N4/7P/PB3QP1/1P3PK1/R1B1r3 b - - 0 23,f6d5 f3f8,562,mate mateIn1 middlegame oneMove
3r2k1/pp3ppp/8/8/6Q1/8/Pq4PP/5RK1 b - - 1 23,d8d2 g4c8 d2d8 c8d8,562,endgame mate mateIn2 short
r2q1rk1/pp4pp/2n3p1/2pp4/6Pb/PPQ1PP1P/1B1P2K1/R6R b - - 0 18,b7b6 c3g7,562,kingsideAttack mate mateIn1 middlegame oneMove
r2q3k/6p1/2p4R/7Q/2Bp4/P2P1P2/5PKP/8 b - - 0 32,g7h6 h5h6,562,endgame mate mateIn1 oneMove
r1bk1Q1r/1p2n2p/p3p2p/1B1pP3/3q4/8/P5PP/2R2R1K b - - 1 20,h8f8 f1f8,562,mate mateIn1 middlegame oneMove pillsburysMate
8/pp2r3/2p2k1p/3pR1p1/1P1P1PP1/P1P2K2/8/8 w - - 0 31,f4f5 e7e5 d4e5 f6e5,562,crushing endgame rookEndgame short
2R2k2/4br1p/5p2/p4N2/2p5/1p6/PP3PPP/6K1 b - - 1 31,e7d8 c8d8,562,endgame hangingPiece mate mateIn1 oneMove
6k1/4rp1p/4p1pB/4q3/P7/2p5/1Q2BPPP/3R2K1 b - - 0 25,c3b2 d1d8 e7e8 d8e8,562,endgame mate mateIn2 pillsburysMate short
r1b2k1r/1pN1ppb1/p5p1/4P2p/6n1/2N1Q3/PPP1B1PP/3R2K1 b - - 0 17,g4e3 d1d8,562,backRankMate mate mateIn1 middlegame oneMove
2r5/1R3p2/p3pk1p/P2p3K/5PP1/2P1P3/8/8 w - - 1 41,h5h6 c8h8,562,endgame master mate mateIn1 oneMove rookEndgame
r5k1/2R2Rpp/p5q1/1p1rP3/6Q1/P7/1P4PP/7K w - - 3 25,g4g6 d5d1 f7f1 d1f1,562,backRankMate endgame mate mateIn2 queenRookEndgame short
k1r5/2P5/K2R4/8/8/8/8/8 b - - 2 73,c8c7 d6d8 c7c8 d8c8,562,endgame mate mateIn2 rookEndgame short
1k3r2/pp3r2/8/3Q3p/6p1/8/P5PP/1q1R3K w - - 0 30,d1b1 f7f1 b1f1 f8f1,562,backRankMate endgame mate mateIn2 queenRookEndgame short
rnb1kb1r/ppp2ppp/4pq2/3p4/2PPn3/2N1PN2/PP3PPP/R1BQKB1R w KQkq - 3 6,f3e5 f6f2,562,attackingF2F7 master mate mateIn1 oneMove opening
2krr3/1pp5/p1npq3/4Ppp1/QP5p/P6P/2P2PPB/3RR1K1 w - - 3 24,e5d6 e6e1 d1e1 e8e1,562,backRankMate mate mateIn2 middlegame short
6k1/p4ppp/4p3/2R5/P1B2P2/1P4Kb/3r3P/8 b - - 4 27,h3f5 c5c8 d2d8 c8d8,562,backRankMate endgame mate mateIn2 short
5rk1/P4pp1/7p/8/4P3/6Q1/r3q1PP/R4R1K w - - 2 26,a1a2 e2f1,563,endgame hangingPiece master mate mateIn1 oneMove
1k2n3/p7/Kp6/2p3pp/P1P1B3/3P1PP1/7P/8 w - - 1 38,e4g6 e8c7,563,endgame mate mateIn1 oneMove
2kr1r2/pp2q2p/2b4P/8/3R4/4P3/PP1Q2P1/K2R4 b - - 6 28,c8b8 d4d8 e7d8 d2d8 f8d8 d1d8,563,crushing long middlegame
r1b2rk1/b3nppp/p3p3/q1ppP3/3P2PP/2NQ1P2/PP6/1BKR2NR b - - 1 18,c5d4 d3h7,563,kingsideAttack mate mateIn1 oneMove opening
2r5/1p4bk/6pp/4p3/5p2/1Q6/PP3PPP/R1q3K1 w - - 0 40,a1c1 c8c1 b3d1 c1d1,563,backRankMate endgame mate mateIn2 short
2Q3k1/pp4p1/5pP1/8/8/8/5qPK/4r3 b - - 1 32,e1e8 c8e8,563,endgame hangingPiece mate mateIn1 oneMove
5r1k/p5pp/8/3p4/8/7P/PPP3q1/1K1NQ3 b - - 0 25,f8f1 e1e8 f1f8 e8f8,563,endgame mate mateIn2 short
6k1/1b1r2pp/p3pr2/PpP1p3/1P6/6Q1/4qPPP/4R1K1 w - - 0 34,e1e2 d7d1 e2e1 d1e1,563,endgame mate mateIn2 short
r3r2k/5Qpp/8/1ppbq3/3pP3/8/PP3PPP/3RR1K1 w - - 0 27,e4d5 e5e1 d1e1 e8e1,563,backRankMate endgame mate mateIn2 short
r4rk1/1pq2ppp/p3b3/2b1P1N1/4Q3/8/1BP2PPP/R4RK1 b - - 4 18,h7h6 e4h7,563,mate mateIn1 middlegame oneMove
r1bq1rk1/ppppnp2/4p2p/6N1/2PP4/P1P3P1/2Q1PPP1/R3KB1R b KQ - 0 12,h6g5 c2h7,563,mate mateIn1 middlegame oneMove
8/p1p1bkpp/2Q5/5p2/4p1q1/2N1R1Pb/PPP2P1P/R1Br2K1 w - - 2 20,c3d1 g4d1 e3e1 d1e1,563,kingsideAttack mate mateIn2 middlegame short
6k1/pp3ppp/8/7P/P3qPP1/1Q1R4/KP1n4/8 b - - 2 34,d2b3 d3d8 e4e8 d8e8,563,backRankMate endgame mate mateIn2 short
3rk1r1/pp1nbpB1/7p/1Qp5/6q1/2N5/PPP2PPP/R3R1K1 w - - 3 18,g7f6 g4g2,563,kingsideAttack mate mateIn1 middlegame oneMove
5r1k/p4p1p/5N2/2p3R1/6R1/7P/qr4PK/8 b - - 3 38,h7h6 g5g8 f8g8 g4g8,563,arabianMate endgame mate mateIn2 short
6k1/R4ppp/p7/1p2K3/3r4/P4P2/3r2PP/n7 b - - 0 35,d4a4 a7a8 d2d8 a8d8,563,backRankMate endgame mate mateIn2 short
2r5/1p4r1/p2R2p1/3Pp1kp/2PpB1b1/3P2P1/PP5K/2R5 b - - 0 27,g7f7 d6g6,563,endgame mate mateIn1 oneMove operaMate
1k1rr3/ppp4p/2nq1p2/5Q2/4pP2/2BP3P/PPP3P1/1K1R3R w - - 1 19,d3e4 d6d1 h1d1 d8d1,563,backRankMate mate mateIn2 middlegame short
r7/4k3/8/1R3p1p/3P1B1P/2P2bP1/1P3P2/6K1 w - - 2 37,b5f5 a8a1 f4c1 a1c1 g1h2 c1h1,563,endgame long mate mateIn3 operaMate
rn4kb/p4p1p/2pp2pB/q4pN1/2P4P/3R2Q1/Pp3PP1/1K2r2R w - - 1 21,h1e1 a5e1 d3d1 e1d1,563,mate mateIn2 middlegame queensideAttack short
k7/ppp5/8/2N3q1/3P4/8/P4R2/5K2 b - - 2 37,b7b6 f2f8 g5d8 f8d8,563,endgame mate mateIn2 short
3r2k1/p5pp/2p5/8/1P3p2/P7/3r1PPP/R1R3K1 w - - 2 26,c1c6 d2d1 a1d1 d8d1,563,backRankMate endgame mate mateIn2 rookEndgame short
6k1/5pp1/5n1p/n2p4/2p5/r1N2P2/2B3PP/1R4K1 b - - 7 35,a3c3 b1b8 f6e8 b8e8,563,endgame mate mateIn2 pillsburysMate short
r3r1k1/2q2p1p/1p2pbpB/p1nN3n/8/4QN1P/PPP2PP1/R3R1K1 b - - 7 20,e6d5 e3e8 a8e8 e1e8,563,kingsideAttack mate mateIn2 middlegame pillsburysMate short
