FEN,Moves,Rating,Themes
8/5pp1/7p/8/1pkp4/p3RP1P/K7/8 w - - 0 53,e3e2 d4d3 e2e7 f7f5 e7c7 c4d4 a2b3 d4e3,2712,crushing defensiveMove endgame quietMove rookEndgame veryLong
3r1rk1/2p1npbp/p1b1p3/1pN1P2R/5P2/P4P2/1PB5/R1B1K3 b Q - 2 20,c6f3 h5h3 f3d5 c2h7,2712,advantage middlegame short
8/pp6/2pK4/8/2PPk3/8/P7/8 w - - 3 38,a2a4 e4d4 d6c7 b7b6 c7b7 d4c4,2712,crushing endgame long pawnEndgame quietMove
4r3/pp5k/2p3n1/4pN2/4P3/2QP4/PPP2qPP/4R2K w - - 0 29,f5d6 g6h4 e1g1 h4f3 c3e1 f3e1,2712,crushing endgame long
6k1/p3q1bp/2p1b1p1/Q1N2p2/4P3/4n1P1/PrP4P/2KR1B1R w - - 2 22,a5d8 g7f8 d8e7 b2c2 c1b1 e6a2 b1a1 f8e7,2712,crushing defensiveMove middlegame queensideAttack sacrifice veryLong
r4rk1/1bb4p/4qnpQ/2p5/1pP2P2/1P1B1N2/1B4PP/R4RK1 w - - 0 24,f3g5 e6e3 g1h1 e3d2 f1g1 d2b2,2712,advantage fork long middlegame
r1b1kb1r/pp1p1ppp/2n1pq2/8/2BP1P2/2N3P1/PP3P1P/R2QK1NR b KQkq - 0 9,c6d4 c3e4 f6e7 d1d4 e7b4 e4d2 d7d5 a2a3 b4c5 d4c5,2712,advantage opening veryLong
7r/8/3p1p2/1kp1pP2/4P1P1/1P5R/7K/8 b - - 0 54,h8h3 h2h3 b5c6 g4g5 f6g5 h3g4 d6d5 e4d5 c6d5 f5f6,2712,crushing endgame veryLong
r2qk2r/p1p2ppp/1n6/2B1P3/5b2/2N2P2/PPQ2P1P/R4RK1 w kq - 1 17,c2e4 d8g5 g1h1 g5h6 e4f4 h6f4,2712,crushing long middlegame
8/pp3p2/2p2k2/3p1P1p/3P1K1P/P1P5/1P6/8 b - - 0 41,b7b6 a3a4 c6c5 d4c5 b6c5 a4a5,2712,crushing defensiveMove endgame long pawnEndgame quietMove zugzwang
8/6pk/p2R2Rp/4p3/1p2P2P/3K2P1/1PP2r2/2r5 w - - 2 34,d6a6 f2c2 d3e3 c2b2,2712,crushing endgame master rookEndgame short
8/1p6/p1k3pp/P1P2p2/2K2P2/6PP/8/8 b - - 0 38,g6g5 f4g5 h6g5 c4d4 g5g4 h3h4,2712,crushing defensiveMove endgame long pawnEndgame
3r2k1/6P1/p7/1ppprp2/8/q1PQP2R/P2RK1P1/8 b - - 0 28,g8g7 e3e4 e5e4 e2f2 e4f4 f2g1,2712,advantage defensiveMove endgame long master
r2q2k1/2Rprpp1/p2Q2np/1p1B1b2/8/6B1/P4PPP/2R3K1 b - - 0 28,a8b8 c7c5 b8b6 c5c8 d8c8 c1c8 g8h7 d6b4,2712,crushing middlegame pin veryLong
3bk3/1R6/1P6/4p3/1r2P1p1/3K2B1/7P/8 b - - 4 37,b4b6 b7b6 d8b6 d3c4 e8d7 c4d5,2712,crushing endgame long master
8/p7/1p2ppp1/3k4/1P1P1PP1/P2K4/8/8 w - - 0 39,a3a4 a7a6 b4b5 a6b5 a4b5 g6g5,2712,crushing endgame long pawnEndgame quietMove zugzwang
3q4/3P2p1/6p1/p2Q1pk1/P7/K3Pn1P/5P2/8 b - - 1 47,d8e7 a3a2 e7d8 d5c6,2712,crushing defensiveMove endgame short
3r2k1/5p1p/R2B2pP/2p4q/8/6QK/8/8 w - - 2 40,g3h4 h5f3 h3h2 d8e8,2712,advantage defensiveMove endgame short
6r1/1RP2Qbk/6pp/8/8/p5P1/5PKP/3q4 b - - 0 37,a3a2 b7b8 d1f1 g2f1,2712,crushing endgame master short
3r1rk1/pp3p2/2p4p/3pqPp1/4P1Q1/1P1PK1N1/1PP5/7R b - - 1 29,g8h7 h1h6 h7h6 g4h5 h6g7 h5g5 g7h7 g5h4,2712,attraction crushing deflection endgame sacrifice veryLong
4q3/ppk1P3/2p1QP2/8/4P3/2P2K1P/r7/8 b - - 0 45,a2a1 f3f2 e8h5 e7e8n c7b6 e6b3,2712,advancedPawn crushing endgame long promotion underPromotion
1r4rk/3b2bn/p4q2/4pPN1/3pP3/3P2R1/1p1B1PQK/1R6 b - - 3 40,h7g5 d2g5 f6c6 g2h3 g7h6 g5h6 g8g3 h2g3,2712,advantage exposedKing middlegame veryLong
8/8/p7/1k1nKP1p/1p6/1N6/8/8 b - - 5 58,a6a5 e5d5 h5h4 b3d4 b5a4 d5e4 b4b3 d4b3 h4h3 e4f3 h3h2 f3g2 a4b3 f5f6 h2h1q g2h1 a5a4 f6f7 a4a3 f7f8q,2712,endgame
8/1p6/2nKp3/3pP2k/p2P3P/5P2/5B2/8 w - - 0 53,d6e6 a4a3 f2e1 c6d4 e6d5 d4b5 e5e6 a3a2 e6e7 b5c7,2712,advancedPawn crushing endgame quietMove veryLong
3r1rk1/pp3pp1/1n3n1N/8/2p5/P1Qq1N2/1P2RPPP/4R1K1 b - - 0 24,g8h8 h6f7 f8f7 e2d2 f7d7 d2d3,2712,advantage long middlegame sacrifice
r6r/1p6/1kp5/8/3q3p/QP1P1B1P/P1P3P1/1K1R4 w - - 7 41,a3e7 h8e8 c2c3 d4c3 e7h4 a8a2,2712,crushing endgame long
8/2k5/8/PP1B4/1P3r2/2K3p1/8/8 b - - 2 42,f4f2 b5b6 c7d6 a5a6 d6d5 a6a7 f2a2 b6b7 a2a3 c3b2 g3g2 a7a8q g2g1q a8d8,2712,advancedPawn crushing endgame promotion veryLong
5k2/7R/r5PK/8/7p/8/8/8 b - - 0 53,h4h3 h7h8 f8e7 h6g7 a6a3 h8h4 a3g3 h4e4,2712,clearance crushing endgame rookEndgame veryLong
8/7B/4nP2/p1k4P/2P5/P1K1pp2/P7/8 w - - 0 44,c3d3 f3f2 d3e2 e6f4 e2f1 f4h5,2712,advancedPawn crushing endgame long
8/p7/7p/1p1p2p1/4k1P1/1PP4P/P3K3/8 w - - 0 34,a2a3 d5d4 c3d4 e4d4 e2d2 d4e4,2712,advantage defensiveMove endgame long pawnEndgame
8/8/p2k3p/6p1/P1PK1p2/8/6PP/8 w - - 1 43,c4c5 d6c6 a4a5 h6h5 h2h3 h5h4 d4e5 c6c5,2712,crushing defensiveMove endgame pawnEndgame quietMove veryLong zugzwang
6k1/2Q1b3/1n2q1p1/1Np3Pp/p1p1P2P/P2p4/1PP2B2/2K5 w - - 0 33,f2c5 e6e4 c7e7 e4h1 c1d2 h1g2 d2e1 d3d2 e1d1 g2f1 d1d2 c4c3 d2c3 b6d5,2712,advancedPawn attraction crushing endgame queensideAttack sacrifice veryLong
8/6pp/2p2p2/7P/1k6/p2K4/B4P2/8 w - - 1 42,d3d4 g7g5 h5g6 h7g6 d4d3 g6g5 d3c2 f6f5,2713,bishopEndgame crushing defensiveMove endgame quietMove veryLong
8/4kp2/7p/p2Pp1pP/2p3P1/5K2/PP3P2/8 b - - 2 45,e7d6 f3e4 a5a4 a2a3 f7f6 e4f5 d6d5 f5g6 d5d4 g6h6,2713,advantage endgame pawnEndgame quietMove veryLong zugzwang
r4rk1/3b3p/5Pp1/q1pp1P2/p7/1PN5/2PPQ2P/1K1R3R w - - 0 26,f5g6 a4b3 f6f7 f8f7 g6h7 g8h8 e2e5 f7g7 c2b3 c5c4,2713,advantage master middlegame veryLong
4Q3/4b3/1p1p1p1r/pkp1qP2/6PP/8/PPP3KR/8 b - - 5 42,b5c4 e8a4 c4d5 g2f3 b6b5 c2c4 d5c6 a4b5,2713,advantage endgame veryLong
6k1/6bp/bq1p2p1/Rp1PppN1/1P3n2/3B2KP/2Q2P2/8 b - - 5 29,g7h6 c2c6 b6d8 g5e6 f4e6 d5e6 d8g5 g3h2,2713,crushing middlegame veryLong
3rr3/1ppnq1p1/p2N3n/2PPpPpk/1P2R3/P6P/2Q5/3R2K1 b - - 2 31,d7f6 c2e2 g5g4 e2h2 f6e4 h3g4,2713,crushing discoveredCheck doubleCheck long middlegame sacrifice
2r3rk/Q7/5n2/2p5/3n1p2/P2B1p2/2P4P/5RK1 w - - 2 29,g1f2 c8e8 f1g1 e8e2 f2f1 e2g2,2713,crushing exposedKing long middlegame quietMove
4r1k1/5pp1/nN1P1n1p/Q4P2/8/P3Nq1b/5P1P/R1R3K1 w - - 1 35,b6d5 f6g4 c1c2 g4e3 d5e3 e8e4 a5d8 g8h7 d8a8 e4g4 e3g4 f3a8,2713,advantage discoveredAttack middlegame veryLong
4rrk1/pQ5p/3R4/2P1pbp1/1P3n2/1NP1NpPq/P4P1P/R5K1 w - - 1 26,g3f4 g5f4 g1h1 f4e3 a1g1 f5g4 b7e4 e3f2 g1g4 g8h8,2713,advancedPawn advantage defensiveMove middlegame veryLong
8/6PR/1p5P/3n4/2p2P2/2k2N2/6r1/2K5 b - - 6 56,d5f4 h7h8 g2f2 c1d1 f2f3 d1e1,2713,advantage defensiveMove endgame long quietMove sacrifice
8/p1r5/2PRp3/4Pp1p/7k/4PK2/8/8 b - - 0 45,a7a5 f3f4 a5a4 d6e6,2713,crushing endgame master rookEndgame short
r1r5/4p3/3pNppk/3PP2p/1p4qP/1P2QN2/4bPP1/R5K1 b - - 2 28,h6h7 a1a7 a8a7 e3a7,2713,advantage middlegame short
8/8/8/1p2kp2/1p1N4/5K2/8/8 w - - 1 62,d4b3 e5d5 b3a5 d5d4 f3e2 d4c3 e2d1 c3b2 a5c6 b4b3,2713,crushing endgame knightEndgame veryLong
r6b/1pp2r1k/p2p1qpP/3P2N1/5P2/8/PPPQ4/1K2R3 b - - 3 31,h7h6 d2h2 h6g7 h2h7 g7f8 g5e6 f8e8 e6g7 e8d7 h7h3 f6f5 g7f5,2713,crushing discoveredCheck doubleCheck middlegame veryLong
2k4r/1p1r1pp1/1Bpbpn2/P4q2/8/2N3P1/1PP1Q2P/R2R2K1 b - - 0 21,f6g4 d1d6 g4h2 d6d3 d7d3 e2d3 h2f3 g1f2 f5d3 c2d3,2713,advantage middlegame veryLong
8/p7/1ppk4/5p1p/1PP2P2/4K2P/P7/8 w - - 0 36,e3f3 b6b5 f3e3 b5c4 e3d4 c4c3 d4c3 d6d5 c3d3 c6c5 b4b5 c5c4 d3c3 d5c5 h3h4 c5b5,2713,crushing endgame pawnEndgame veryLong
2r2k1r/pp1nb1p1/2p1R1Q1/B2p3p/P2q3P/8/2P2PP1/4R1K1 b - - 1 24,c8e8 a5d8 h8h6 e6e7 e8e7 d8e7 f8g8 g6e8 g8h7 e8d7,2713,advantage fork middlegame veryLong
r3kbnr/pp4pb/2n1p3/3pP1Bp/3P2P1/7P/Pq1NN1B1/R2Q1RK1 b kq - 1 15,c6d4 d1a4 d4c6 f1f8 e8f8 a1f1,2713,attraction crushing exposedKing long middlegame pin sacrifice
8/8/1RP5/8/5k1p/4p3/2r1K1P1/8 w - - 4 48,e2f1 h4h3 c6c7 c2c1 f1e2 h3g2 b6b4 f4g3,2713,advancedPawn crushing defensiveMove deflection endgame rookEndgame veryLong
r1r5/p2k1p2/qp6/2p5/4P2Q/5P1P/5P2/3R2K1 b - - 6 35,d7c7 h4e7 c7b8 d1d7 c8c7 d7c7,2713,crushing endgame long
r2qr3/pp1bb3/1k2p3/4Q1N1/3P4/P3B3/1P3PPP/2R3K1 b - - 2 26,e7g5 b2b4 b6a6 e3g5 d8b6 c1c5,2713,advantage defensiveMove intermezzo long middlegame quietMove
2k1r3/pp3p2/4rPpp/2pqn3/3pRQP1/P7/1PPN1PKP/4R3 b - - 1 23,d5d6 e4e5 e6e5 d2f3 g6g5 f4g3,2713,advantage long master middlegame sacrifice
K3k3/4P1p1/1P6/7p/2r5/R1P5/6p1/8 w - - 0 45,a3a1 c4c8 a8a7 h5h4 b6b7 c8c7,2713,crushing endgame long quietMove rookEndgame
6k1/pp2Q3/3p2p1/2pP1r1p/2Pq4/1P3P2/P5PP/5RK1 w - - 2 32,f1f2 f5e5 e7d8 g8g7 g2g4 h5g4,2713,crushing defensiveMove endgame long
6k1/1b2bNpp/pqn1pn2/1p6/8/1B6/PP2QPPP/2R3K1 b - - 0 20,g8f7 e2e6 f7g6 c1c3 g6h6 c3h3,2713,advantage long middlegame
3b4/5N2/1p6/1P6/k4p1p/5P2/6K1/8 b - - 1 50,a4b5 f7d8 b5c5 g2h3 c5d6 h3h4 d6e7 d8c6,2713,crushing endgame hangingPiece veryLong
2rr3k/1p3Qpp/p2p4/2q1p1P1/4Pb2/1PPR4/P3BP2/4K1R1 b - - 4 25,c5a3 g1h1 a3c1 d3d1 c1c3 e1f1,2713,advantage long middlegame
4N3/8/3p1Rkp/6p1/1q6/6P1/6PP/7K b - - 5 38,g6h5 e8g7 h5g4 f6f1,2713,crushing defensiveMove endgame short
5q1k/1p5p/4b3/1B1p4/3Pp3/1Q2P1p1/R4rP1/5NK1 w - - 4 32,a2c2 f2f1 b5f1 f8h6 f1b5 e6g4 c2c8 g4c8,2713,crushing middlegame quietMove sacrifice veryLong
5rk1/1Q5p/p2p2p1/3PnP2/2p1Pn2/N4P2/1P5q/1K1R2R1 w - - 1 31,b7e7 f8b8 a3c2 f4d3,2713,advantage master middlegame short
8/1p6/p7/4k1p1/2pp4/1P3PP1/P1P1K3/8 b - - 0 31,c4b3 c2b3 a6a5 e2d2 a5a4 d2d3,2713,crushing endgame long pawnEndgame zugzwang
2k4r/ppp2ppp/3r4/n2Qp1q1/3P4/8/PPP2PPP/R1B1K2R w KQ - 0 13,d5d6 g5g2 d6e5 a5c4 e5e2 g2h1,2713,advantage long middlegame
r6k/3b1R1B/2p1r2p/p2P2q1/5N2/P7/2Q3P1/4b1K1 b - - 0 32,c6d5 c2b2 d5d4 b2d4 e6f6 f7f6,2714,crushing exposedKing fork long middlegame
r1r5/3b1pkp/3p1np1/3Pp3/1q2P1P1/1pN1Q2P/1P1N1P2/2R1K1R1 w - - 2 23,f2f3 a8a2 c3a2 b3a2 e1f2 b4b2 c1c8 d7c8,2714,advancedPawn crushing middlegame sacrifice veryLong
5r2/1p2N2k/p4r1p/q2p4/4p1R1/1P1Q1P2/P1P3PP/R5K1 w - - 0 27,f3e4 a5c5 g1h1 c5c2 d3d4 f6f1,2714,advantage fork long middlegame
3r1r2/p1q2pkR/1p1bp1B1/8/1P6/2n3P1/P1Q2P1P/3R2K1 b - - 2 27,g7g8 d1d4 c3e2 c2e2 c7c1 d4d1,2714,advantage long middlegame
8/5B2/7p/2kppp2/2p5/2K3PP/8/8 w - - 2 42,f7g6 e5e4 c3d2 c5b4 g6f5 b4b3 f5e6 b3b2,2714,bishopEndgame crushing defensiveMove endgame master quietMove veryLong
r1bq1rk1/p1p1b1pp/8/5P2/4Q3/1P6/1PP3PP/RNB1K2R w KQ - 1 15,e4a8 e7h4 g2g3 d8e8 e1f2 f8f5,2714,crushing exposedKing long middlegame
8/8/6K1/4r3/1p4R1/1B3kp1/P7/8 w - - 3 71,g4g5 f3f4 g5g3 f4g3,2714,crushing endgame master short
r4rk1/2R2ppp/3p4/p7/1n6/5B2/P4PPP/4R1K1 b - - 0 24,a8a6 a2a3 b4d3 f3e2 d3e1 e2a6,2714,crushing endgame long
8/8/2K1p3/4k2N/5p2/8/8/8 w - - 0 51,c6d7 f4f3 d7c6 e5d4 h5g3 e6e5,2714,crushing defensiveMove endgame knightEndgame long master
4r3/4pkb1/n2p1n2/q2PP3/1pp5/4BPpP/1PQ5/rBK3RR b - - 0 23,f6d5 c2g6 f7f8 e3h6 a1b1 c1b1 d5c3 b2c3 a5e5 g1g3,2714,crushing middlegame pin veryLong
8/8/8/1p2k3/4P1K1/4pB2/8/8 w - - 0 51,g4g3 b5b4 f3h5 b4b3 h5f7 b3b2 f7a2 e5d4,2714,advancedPawn bishopEndgame crushing endgame quietMove veryLong
2k4r/p1p2pqp/n1R4b/8/5p2/3P1QpP/P2K2P1/1R6 b - - 4 27,a6b8 c6c5 g7d4 f3b7,2714,advantage clearance middlegame short
5q2/5p1k/1r2bBpp/1p2N3/p1pQB3/2P4P/PP3PP1/6K1 w - - 6 35,e4d5 b6d6 d4c5 h7g8,2714,advantage defensiveMove middlegame short
3r2k1/pb2q1pn/1p2P2p/2p1QP2/P2p1NP1/5P1P/1P6/4R1K1 b - - 1 31,e7f6 e5c7 d4d3 c7b7,2714,crushing middlegame short
r7/p2R2kp/5bp1/q1p2p2/2P5/1P5P/P3QPP1/6K1 b - - 0 30,g7h6 e2e3 g6g5 h3h4 a8d8 d7f7 h6g6 e3e6 a5e1 e6e1,2714,advantage endgame pin veryLong
6r1/1p1k1Rpb/p3p3/2qpP1Q1/8/2N4P/PP6/7K b - - 4 25,d7c6 g5g4 h7f5 f7f5 e6f5 g4g6 c6d7 g6f7,2714,crushing endgame sacrifice veryLong
2r5/8/1P2k3/1R3p2/P2K3p/8/8/8 b - - 0 43,h4h3 b5b1 h3h2 a4a5 e6d7 a5a6,2714,crushing endgame long quietMove rookEndgame
r4k2/p2Q1p2/b1p1pP1p/q7/4B1rP/2P5/P1P2P2/3RK2R w K - 1 18,f2f3 g4g2 d1d2 a5c3 d7d4 g2e2 e1d1 e2d2,2714,crushing exposedKing middlegame pin veryLong
3rr3/2Q4p/p5pk/2pNpp2/2P2Pb1/1P4Pq/P4K1P/4R2R b - - 0 23,e5f4 e1e8 f4g3 h2g3 h3h1 c7f4,2714,advantage long middlegame pin
r4rk1/p2n3p/1p2pbRP/2p5/2qPQ3/4PN2/4RP2/5K2 b - - 0 23,h7g6 e4g6 g8h8 f3g5 c4d3 e3e4 d3h3 g5h3,2714,crushing middlegame quietMove veryLong
8/5Q2/8/2p5/3nb3/1pk5/7K/8 w - - 7 57,f7f2 e4d3 f2e1 c3c2,2714,crushing defensiveMove endgame master quietMove short
5rk1/1p4p1/pq1Pp1p1/8/5P2/3Q3P/6P1/3R3K b - - 0 35,g8f7 d1c1 f7g8 c1c7 f8f4 c7c8,2714,crushing endgame long quietMove
1r1q1rk1/5pp1/7p/1p6/4Nn2/5QRP/1P3PP1/4R1K1 b - - 4 27,f4e6 e1d1 d8c7 e4f6 g8h8 f6d7,2714,crushing long master middlegame pin
8/8/1b4K1/p2Pp1p1/P3PkBp/5P2/8/8 w - - 3 66,d5d6 b6c5 d6d7 c5b6,2714,bishopEndgame crushing defensiveMove endgame master short
8/p7/1p2k1p1/1Pp2pP1/2P2K1P/P7/8/8 b - - 0 42,e6d6 h4h5 g6h5 f4f5 d6e7 f5f4 e7e6 f4g3,2714,crushing defensiveMove deflection endgame pawnEndgame veryLong
8/7p/5pk1/1pp2p2/5K1P/1P4P1/P7/8 b - - 0 38,h7h5 f4e3 b5b4 e3f4 g6g7 f4f5,2714,crushing endgame long pawnEndgame zugzwang
8/p2r3p/2p3pB/8/6PP/7K/PP1p3R/3k4 w - - 2 40,b2b4 d7d3 h3g2 d1c2 g2f1 c2c3 h6d2 d3d2 h2h3 d2d3 h3d3 c3d3,2714,crushing endgame veryLong
5b1k/p2r2pp/4qp2/3p1N1Q/4p2R/1P4RP/P1r2PP1/6K1 b - - 3 31,e6g8 h5e8 c2c1 g1h2 c1c7 f5h6 g7h6 g3g8,2714,advantage middlegame trappedPiece veryLong
r2q1rk1/1bb5/1p4Bp/pP3P2/P5Q1/2Bp2Pp/5P2/R4K2 b - - 3 36,b7g2 f1g1 f8f6 a1e1,2714,crushing defensiveMove middlegame short
r5k1/pp3p1p/2b3p1/3pPPR1/3P3Q/1qB4P/3P3K/8 b - - 0 38,a7a5 e5e6 c6e8 g5h5,2714,advantage endgame short
8/p7/1p4pk/2pPQ3/4P3/5PK1/P2q4/8 b - - 4 46,d2g5 e5g5 h6g5 e4e5 g5f5 f3f4,2714,crushing defensiveMove endgame long queenEndgame quietMove
8/8/pP6/3k4/1P2q3/KNR5/8/8 b - - 0 68,e4e7 c3c7 e7d8 c7c5 d5d6 b6b7 d8b8 b3a5,2714,advancedPawn crushing defensiveMove endgame veryLong
8/p4p2/6pk/R6p/P3P3/5PKP/r4r2/2R5 w - - 2 30,a5a7 g6g5 a7a6 f7f6 a6f6 h6g7,2714,advantage defensiveMove endgame long quietMove rookEndgame
6k1/1b3p1p/p3p1pQ/1p1pP3/2rB4/5P1B/PPr1q2P/K2R2R1 w - - 2 23,d4c3 c4c3 h3e6 c3f3,2714,advantage middlegame short
3r1k2/p4ppp/2p2n2/8/1bP5/2N4P/PP1B1PP1/3R2K1 w - - 3 22,c3e4 f8g8 e4f6 g7f6 d2b4 d8d1,2714,advantage endgame long master
8/5pQ1/6p1/6k1/4q2p/6P1/5P1P/6K1 w - - 0 44,g7f7 e4b1 g1g2 h4h3 g2h3 b1f1,2714,attraction endgame long mate mateIn3 queenEndgame
2r3k1/1R1n4/3B1p2/1P1Pp3/4PpPp/5PbP/6r1/1K1R4 b - - 0 43,d7c5 d6c5 c8c5 d5d6 c5c4 b7a7 c4b4 b1a1 g3f2 d6d7 f2d4 d1d4 b4d4 a7a8,2715,advancedPawn crushing master middlegame quietMove sacrifice veryLong
r2r2k1/pq1n1pb1/1p2p1p1/2p3B1/4P3/7Q/P1R1NPPP/4K2R b K - 3 23,f7f6 h3e6 g8f8 g5f4 d7e5 f4e5,2715,advantage kingsideAttack long middlegame quietMove
6k1/5pp1/8/1p1p2PP/p2P4/P7/1P6/1K6 w - - 0 35,b1c2 g8h7 c2d3 g7g6 h5h6 f7f6 g5f6 h7h6 d3c3 g6g5 f6f7 h6g7,2715,crushing deflection endgame pawnEndgame quietMove veryLong
8/7p/6p1/p5P1/1k6/N1p5/nPK4P/8 b - - 1 41,a5a4 a3b1 a4a3 b2c3 b4a4 b1d2,2715,crushing defensiveMove endgame knightEndgame long
5k2/2pQ1p1r/pbN4p/2q3p1/4Rp2/1P6/1PPr2PP/R6K b - - 6 28,d2c2 c6d8 c2c1 e4e1 c1a1 d7e8 f8g7 e8f7 g7h8 f7e8,2715,crushing defensiveMove middlegame sacrifice veryLong
5rk1/qp2n1p1/4p3/1pPpP1PQ/3P4/P3P2R/6KP/8 b - - 2 28,a7a3 h5h8 g8f7 h3f3 e7f5 f3f5 e6f5 e5e6 f7g6 h8f8,2715,advantage deflection endgame sacrifice veryLong
6k1/8/2p4P/p2nK3/6P1/8/8/2B5 b - - 9 59,a5a4 e5e6 a4a3 c1a3 d5f4 e6f5,2715,crushing endgame long
1k1r2nr/p1b1q1p1/1PQ4p/3pp2P/3P2P1/2P1pN2/3N4/1R2K2R b K - 0 23,e3d2 e1d2 c7b6 b1b6 a7b6 c6b6 b8c8 h1b1,2715,crushing defensiveMove middlegame queensideAttack veryLong
7k/3bQ2p/p2p2p1/1pqPp2r/2P1Pr2/1P3PRP/P5R1/5BK1 w - - 1 35,g1h2 h5h3 g3h3 d7h3 h2h3 f4f3 h3h2 f3f1 e7d8 h8g7,2715,attraction capturingDefender crushing fork middlegame veryLong
8/8/P1p5/1nPpK3/3P2k1/5p2/8/4N3 w - - 0 62,e1f3 g4f3 e5e6 b5c7 e6d7 c7a6,2715,crushing endgame hangingPiece knightEndgame long
r2q3k/p5R1/1p4QP/2p5/7b/P2P4/1PPK4/R4r2 b - - 4 30,h4g5 d2e2 f1f2 e2e1 d8e8 g6e8 a8e8 e1f2,2715,crushing defensiveMove exposedKing middlegame veryLong
7k/p3r1pp/3q3r/2p5/Q7/1NP5/PP3PP1/R4RK1 w - - 3 24,f2f3 d6h2 g1f2 h6g6 a4g4 g6g4,2715,advantage long middlegame
3r1rk1/1Q1R4/p1p1p3/4Pp2/2P1pPpq/4P3/PP5P/5KR1 w - - 1 30,b7c6 g8h8 g1g2 d8d7 c6d7 f8d8,2715,advantage clearance endgame long
3r2r1/pb1q3k/1p1P2pp/2p1p2n/P1Pb2N1/1P1B3P/4Q1PB/3R1R1K w - - 0 30,g4e5 h5g3 h2g3 d7h3 g3h2 d4e5 f1f7 g8g7 f7g7 h7h8 g7h7 h8h7,2715,advantage middlegame pin sacrifice veryLong
rn3r2/4nppk/bpp2q1p/p2P1P2/P5Q1/1BN3R1/1PP3PP/3R3K b - - 0 19,e7d5 c3e4 f6e5 b3d5 c6d5 d1d5,2715,advantage intermezzo long middlegame
5rk1/ppbq3p/2p3pQ/3p1NPb/6P1/2PB3P/PP6/5R1K b - - 0 25,f8f5 d3f5 g6f5 h6h5 d7e7 g4f5 e7e5 f1f2 e5e4 h5f3,2715,crushing master middlegame quietMove trappedPiece veryLong
4R3/5p2/P7/7P/1K6/1P1k4/4p3/5r2 w - - 1 43,h5h6 e2e1q e8e1 f1e1 a6a7 e1e8 b4c5 f7f5 c5c6 e8h8 c6b7 h8h7,2715,advancedPawn crushing endgame promotion quietMove veryLong
8/8/4pp2/1p1k3P/pp6/3K4/P7/8 b - - 0 41,b4b3 d3c3 f6f5 h5h6 d5e5 h6h7,2715,advancedPawn crushing endgame long pawnEndgame
2Q4k/p4rb1/7p/3N4/3pP2P/3q1p2/8/6RK b - - 2 37,h8h7 d5f6 f7f6 c8d7,2715,crushing endgame master sacrifice short
8/5p1p/4k1p1/p7/Pr1R2P1/5PK1/6P1/8 w - - 5 38,d4e4 b4e4 f3e4 g6g5 g3f2 e6d6,2715,crushing defensiveMove endgame long quietMove rookEndgame
8/8/PRP5/6kp/6p1/r4p2/5K2/8 b - - 0 60,g5f4 b6b4 f4g5 c6c7 a3a2 f2e3 a2e2 e3d4,2715,advancedPawn advantage endgame master rookEndgame veryLong
8/2k1p3/1p1p1pp1/1Kp3Pp/2P1P2P/P4P2/2P5/8 w - - 0 33,g5f6 e7f6 f3f4 c7d7 a3a4 g6g5,2715,crushing endgame long pawnEndgame
r2q1rk1/pp4p1/1b2pp2/3p3p/3NPPn1/P1p1B1P1/2P3BP/R2QR1K1 w - - 0 17,d4e6 b6e3 g1f1 d8b6 d1d5 e3d2 e6c5 f8f7,2715,advantage defensiveMove middlegame veryLong
3rq1k1/1b4Pp/8/3p4/5QB1/8/p1PK1PP1/B7 b - - 4 42,e8f7 g4f5 d5d4 f4h4 f7f5 h4d8 g8g7 a1d4 g7f7 d8c7,2715,advantage clearance endgame veryLong
6r1/pp5k/6rq/3pN1p1/4bpQ1/2B4P/PP4P1/4R2K b - - 1 36,g6e6 e1e4 d5e4 g4f5 e6g6 e5d7,2715,advantage defensiveMove exposedKing long middlegame sacrifice
8/8/8/4K3/5p2/5k2/3R3P/1r6 w - - 0 53,d2d4 b1b5 e5f6 f3g4,2715,advantage defensiveMove endgame rookEndgame short
8/p6p/3k2p1/1K6/2P5/7P/7P/8 w - - 1 48,c4c5 d6c7 h3h4 c7b7 c5c6 b7c7 h4h5 g6g5,2715,crushing defensiveMove endgame pawnEndgame veryLong
6k1/6p1/p4pQp/3p1N2/3P4/7P/n4PPK/2q5 b - - 3 37,c1g5 g6e8 g8h7 g2g4 g5f4 h2g1,2715,crushing defensiveMove endgame long quietMove
8/6k1/6p1/p3qp2/6QK/1P6/P5P1/8 w - - 0 49,g4f3 e5h2 f3h3 h2f4 g2g4 f4h6 h4g3 f5f4 g3h2 h6h3,2715,crushing endgame master queenEndgame veryLong
2r1r1k1/p1q1bpp1/Q1P2nnp/P2pp3/8/1B3N2/1PPB1PPP/R3R1K1 w - - 4 20,b3a4 e5e4 f3d4 f6g4 g2g3 c7e5,2715,advantage long middlegame
8/p7/5k2/2p3p1/3p1r2/3P2K1/PP3P1P/4R3 w - - 4 32,e1e4 f4e4 d3e4 c5c4 g3f3 f6e5,2715,crushing endgame long quietMove rookEndgame
r5k1/1p2rp1p/p2b1pp1/q1pPnQ2/8/2P1B2P/1P3PP1/RB3RK1 w - - 0 21,f5e5 a5b6 e5f6 d6h2 g1h2 b6f6,2715,advantage discoveredAttack long middlegame
