FEN,Moves,Rating,Themes
3r4/3q1p1k/1r1PpQp1/7p/1pB5/1P3RP1/5PP1/6K1 b - - 10 33,h7g8 c4e6 f7e6 f6g6 d7g7 g6e6 g8h8 f3f5 b6d6 f5h5,2505,crushing deflection endgame veryLong
3rk2r/2p1bppp/p1p2n2/4p1B1/4P1b1/2P2N2/PP3PPP/RN2R1K1 b k - 1 11,f6e4 g5e7 e8e7 f3e5,2505,crushing middlegame short
8/8/8/1P3p1p/P1k1p2P/4K1P1/5P2/5b2 b - - 0 38,c4b4 b5b6 f1a6 e3f4 a6c8 f4g5 b4c3 g5h5,2505,bishopEndgame crushing endgame master veryLong
r4rk1/p5pp/bp2Nn2/q7/8/1Q2PP2/P3K1PP/2R2B1R w - - 1 17,e2f2 a5d2 f2g3 d2c1 f1a6 c1h1,2505,advantage fork long middlegame
3r3k/p2q2pp/1p6/2p5/4bQ2/7P/P5P1/B4RK1 b - - 1 33,e4d5 f4g5 d8e8 f1d1,2505,advantage endgame short
8/8/6p1/6P1/1k3P2/p4r2/2K5/7R w - - 2 53,h1b1 b4c5 b1b8 f3f4,2505,advantage defensiveMove endgame rookEndgame short
8/5ppk/3Q4/3PP3/5pnp/2N1qB1P/6K1/8 w - - 0 40,h3g4 h4h3 g2h3 e3f3 h3h4 f3c3 d6d7 c3e1 h4g5 e1e5 d7f5 e5f5 g4f5 f4f3,2505,attraction crushing deflection endgame exposedKing fork veryLong
8/2N1k3/2p1P1p1/1pP1KbPp/1r5P/8/r7/4RR2 b - - 1 41,b4h4 f1f5 g6f5 e1d1 h4e4 e5f5 e4e6 c7e6,2505,crushing endgame intermezzo quietMove sacrifice veryLong
r3k2r/2R3pp/pb1N3n/5P2/P4B2/7P/6P1/3b3K b - - 4 30,e8d8 c7g7 h6f5 f4g5 f5e7 g7e7,2505,advantage exposedKing long middlegame
3r1b2/1R3ppk/p5b1/Q1p1q2p/2P1p2P/3rB1N1/5PPK/1R6 b - - 0 34,f8d6 a5d8 d3e3 b7b8 d6b8 b1b8 e5b8 d8b8,2505,advantage middlegame quietMove veryLong
8/5p2/pK3k2/1p6/2p3P1/7P/PP6/8 b - - 1 42,f6g5 a2a3 g5h4 b6a6 h4h3 g4g5,2505,crushing defensiveMove endgame long pawnEndgame quietMove
2r1k2r/1p1q1ppp/p3p3/n2p4/3PnB2/P3Q2P/1PP1BPP1/2KR3R w k - 3 17,f2f3 d7a4 e2d3 a5b3 c1b1 e4c3 b2c3 a4a3 c2b3 a3b3,2505,crushing deflection middlegame pin queensideAttack sacrifice veryLong
3r4/pp2Q2p/3P1ppk/8/3B4/1B3r1q/P6P/R5K1 w - - 1 25,e7d8 h3g4 g1h1 g4e4 d8f8 h6g5,2505,crushing endgame fork long
5qk1/8/p3p1Q1/1p1r2P1/1P4nP/P1pP4/2P3P1/2B4K b - - 0 30,f8g7 g6e6 g7f7 e6g4 d5f5 h1h2 f5f1 g4c8 g8h7 c1e3 f1e1 c8c5,2505,crushing endgame exposedKing fork quietMove veryLong
r3r3/pp1b1q1k/3p4/2p2P1p/2P1PR1Q/2B4P/P5P1/6K1 b - - 2 29,d7c6 f4g4 e8e4 g4g7 f7g7 h4h5 h7g8 c3g7,2505,middlegame
1k1r3r/pbp2pp1/1pn1q2p/4P3/8/P1B2NQ1/1PP2PPP/2R1R1K1 w - - 4 20,g3g7 h8g8 g7f6 e6g4,2505,crushing master masterVsMaster middlegame short
3Q4/4rpkp/2p5/6q1/3Rb1P1/P1P1P3/5PP1/2R3K1 w - - 5 35,d4d7 g5g4 f2f3 e7d7 d8f6 g7f6,2505,advantage endgame long
1k2q3/1pp5/1r1b4/5QR1/1ppP3P/P1P1p3/1K2P3/7B w - - 0 36,c3b4 e8a4 f5c2 c4c3 c2c3 d6b4 a3b4 b6b4 b2c1 b4c4,2505,crushing endgame pin sacrifice veryLong
3rr1k1/pp1nq1pp/2p3n1/2P5/P1Q5/5N2/1B4PP/2R2RK1 b - - 0 24,g8h8 f1e1 e7c5 c4c5 e8e1 f3e1 d7c5 c1c5,2505,advantage middlegame veryLong
2Q5/5rkp/6p1/3bq3/1P2P3/P1R3P1/6BP/5K2 w - - 1 38,f1e2 e5d4 g2f3 d5e4,2505,advantage endgame master masterVsMaster short
r1q1k2r/p4ppp/B1p1p1b1/2b1P3/Q7/2N1P3/PP4PP/2R2RK1 b kq - 2 16,c5e3 g1h1 c8d7 f1d1 e8g8 d1d7,2505,advantage long middlegame
6k1/1b3pbp/1N1p2p1/QPp5/5q2/P6P/6P1/4R2K w - - 0 32,a5a4 g7d4 a4a8 b7a8,2505,crushing endgame quietMove short
r4rk1/5pp1/pq2b2p/2bpP3/R2N4/4B2P/1P3PP1/3QR1K1 b - - 0 21,b6b2 d4e6 c5e3 e1e2 e3f2 e2f2 b2f2 g1f2,2505,advantage fork middlegame veryLong
1r2r1kb/p2q1p1p/2p1pnpB/4R1Nb/2B2Q2/8/PPP2P1P/4R1K1 b - - 1 19,f6g4 e5e6 g4h6 g5f7 h6f7 e6e8 b8e8 f4f7 d7f7 e1e8 g8g7 c4f7,2505,advantage attraction kingsideAttack middlegame pin sacrifice veryLong
8/8/7R/4k3/r3N3/1p3K1p/8/8 w - - 0 55,h6h3 a4e4 h3h1 e5d5,2505,crushing defensiveMove endgame short
8/5p2/1p1R2k1/p4p1p/7P/P2K1PP1/1P6/4r3 b - - 3 40,e1e6 d6e6 f7e6 a3a4 e6e5 d3c4 e5e4 c4d4 e4f3 d4e3,2505,crushing endgame quietMove rookEndgame veryLong
r2q1rk1/1pp2ppp/p4n2/1b4N1/4p3/6P1/PP1PQPBP/R1B2R1K w - - 1 14,e2e3 b5f1 g2f1 f6d5 e3e4 d8g5 d2d3 g5d8,2505,advantage defensiveMove discoveredAttack master opening veryLong
4r1k1/1b5p/1p4p1/8/2pQ4/5B1P/3p1PP1/4qRK1 w - - 0 30,f3b7 e1f1 g1h2 d2d1q b7d5 e8e6,2505,advancedPawn crushing endgame long promotion
rn2k2r/p4ppp/5n2/4p3/2QPP3/5qPP/P2B1P2/R4RK1 b kq - 1 16,f6e4 c4c8 e8e7 d2b4 e7f6 c8h8,2505,crushing long middlegame
r1b2r1k/pp2Npbp/4p1pB/4q3/2B5/5R1P/PP1Q2P1/3R2K1 b - - 0 19,g7h6 e7g6 h7g6 d2h6 h8g8 f3f7 e5c5 g1h1 f8f7 d1d8 f7f8 h6g6,2505,crushing fork intermezzo middlegame sacrifice veryLong
r7/5kp1/pqp5/1n1p1pP1/1P1PpP1R/4P1P1/4QK2/8 b - - 6 40,a6a5 e2h5 f7e7 h5h7 a8f8 h7g7,2505,crushing endgame long pin
8/p7/8/6N1/2R2p2/1P1kbK2/P7/7r w - - 10 47,g5e6 h1f1 f3g4 f1g1,2505,crushing endgame master short
8/2p2Q2/1p2R2p/pP4p1/2P4k/5P1P/Pq4r1/7K w - - 4 41,e6e4 g5g4 f7f4 h6h5,2505,crushing defensiveMove endgame short
4k3/4p3/5p2/3PP2r/2Q1p2P/2K1B3/6q1/8 b - - 0 38,h5h4 c4c8 e8f7 c8e6 f7f8 e5f6 e7f6 e6f6,2505,crushing deflection endgame veryLong
8/6p1/8/6k1/6Pp/5K1P/8/8 w - - 2 60,f3g2 g5f4 g4g5 f4e3,2505,crushing defensiveMove endgame pawnEndgame short
8/2k5/2p1p2N/pp4P1/8/P3PKP1/1r6/8 b - - 0 46,b2b3 g5g6 b3d3 h6f7 d3d7 f3e2 d7e7 g6g7 e7e8 f7h6,2505,advancedPawn advantage defensiveMove endgame quietMove veryLong
8/8/8/5pkp/4p3/4P1qP/3Q2P1/6K1 w - - 2 53,d2f2 g3f2 g1f2 g5h4 f2f1 h4g3 f1g1 h5h4 g1f1 f5f4 e3f4 g3f4,2505,crushing endgame queenEndgame quietMove veryLong zugzwang
3r1rk1/2p3pp/p3q3/1p2n3/8/2P2N2/PP4PP/R1BQ1NK1 w - - 0 18,d1b3 e6b3 a2b3 d8d1,2505,crushing middlegame short
4rr1k/p1p2ppp/2pp2n1/4q3/2BRP3/2P1Q1R1/PP3PPP/6K1 b - - 4 22,f7f5 g3g6 c6c5 d4d1 e5e4 g6e6,2505,crushing long middlegame
8/5p2/p1p2p1p/3kp2P/PP4P1/3K1P2/8/8 b - - 0 31,c6c5 b4c5 a6a5 c5c6 d5c6 d3c4 c6d6 c4b5,2505,crushing endgame pawnEndgame veryLong zugzwang
5r2/kb4p1/1p6/pR2B3/P3P1Q1/4q2P/3r2P1/1R5K w - - 4 33,g4g6 d2g2 g6b6 e3b6 b5b6 b7e4 b6b7 e4b7,2505,crushing middlegame veryLong
4r2k/1p3ppP/p7/5P2/2R2QKP/P7/5R2/6q1 w - - 8 41,g4h5 h8h7 f4g4 g1f2,2505,crushing endgame short
3r1r2/1pk2pQ1/1Rb1p1p1/p2pPqPp/2pP1P1P/2N1KB2/3B4/1R6 w - - 10 34,c3a4 f5d3 e3f2 d3d2 f2g3 d2d4 f4f5 g6f5,2505,advantage deflection middlegame veryLong
2kr3r/ppp2pp1/2nbp3/8/5BBq/3P4/PPP2PPN/R2Q1RK1 w - - 1 14,d1f3 d6f4 f3f4 d8d4 g4e6 f7e6 f4h4 d4h4 f2f3 h4h2,2505,clearance crushing middlegame veryLong
4rrk1/p5pp/2n5/q1p3Q1/1pPp1P2/8/PPP4P/1K1RRB2 w - - 1 23,f1g2 b4b3 e1e8 b3c2 b1c2 c6b4,2505,advancedPawn attraction crushing long middlegame queensideAttack sacrifice
8/5pp1/2N1k2p/2P5/pK4P1/n7/7P/8 b - - 1 41,e6d7 c6e5 d7e6 b4a3 e6e5 a3a4,2505,advantage endgame knightEndgame long
2k1r2r/qp4p1/1Np2pPp/2NpnP2/1Q5P/8/PPP5/1K1R3n b - - 1 27,c8b8 c5d7 b8c7 b4c5 e5d7 b6d5 c7c8 c5a7,2505,advantage clearance discoveredAttack middlegame pin queensideAttack sacrifice veryLong
r4r2/1b2k1p1/pq1ppbQp/3p4/PB3P2/3BR3/1PP3PP/R6K w - - 2 22,e3e6 e7e6 b4c3 e6d7 c3f6 g7f6,2505,advantage hangingPiece long middlegame
6rk/8/6P1/Q2p1PKp/Pp1p3P/1P1P1R2/2P4q/6b1 b - - 1 43,h2g2 g5h6 g2d2 h6h5 d2e2 a5d5,2505,crushing defensiveMove endgame long
5rk1/1R3ppp/p4b2/4p3/4Pn2/2P2NBP/1PQ3PK/5q2 b - - 4 28,f8d8 g3f4 e5f4 c2b3,2505,crushing middlegame short
8/pp2Np2/5K2/8/1Pn2Pk1/P7/2P5/8 b - - 5 39,c4a3 f4f5 a3c2 f6f7 c2b4 f5f6,2505,crushing endgame knightEndgame long quietMove
8/5p1p/p7/1p3k2/1P6/P1P3KP/5P2/8 w - - 0 38,f2f4 f5e4 g3g4 f7f5 g4g5 h7h6 g5h6 e4f4 h6g6 f4e4 h3h4 f5f4 h4h5 f4f3 h5h6 f3f2 h6h7 f2f1q h7h8q f1f5 g6g7 f5e5,2505,advancedPawn crushing deflection endgame pawnEndgame promotion quietMove veryLong
1B6/8/p6p/1ppN1k2/3p3P/PP1n1P2/8/7K w - - 0 44,d5c7 c5c4 b3c4 b5c4 b8a7 f5e5 a7b6 c4c3,2505,crushing endgame veryLong
r3r1k1/2q1bppp/5p2/2p5/pn1P1P1N/1PQ1B3/1P4PP/1K1R1B1R w - - 0 22,d4c5 c7a5 b3a4 a5a4,2505,advantage middlegame short
r1kq4/ppp4P/3p1Nn1/4nr2/8/P7/1PP1QP2/1K4RR b - - 0 29,d8f6 g1g6 e5g6 e2e8 f6d8 e8e6 c8b8 e6f5,2505,crushing fork middlegame sacrifice veryLong
2R5/2P5/5K2/5p2/5k2/2r5/8/8 b - - 0 45,f4g4 f6e5 g4f3 e5f5,2505,crushing endgame rookEndgame short
r1b1k2r/1p2b1pp/pq1p1p2/3P2BQ/P2p4/8/1PP2PPP/R3R1K1 b kq - 1 14,g7g6 h5h6 f6g5 h6g7 b6d8 g7h8,2505,advantage long master middlegame sacrifice
3rr1k1/p5pp/1b4q1/5p2/2P5/P2p1PP1/1P1Q2BP/R1B1R1K1 w - - 3 25,g1f1 e8e1 f1e1 g6e6 e1d1 e6c4 d2c3 c4e6 g2f1 d8c8 c3c8 e6c8,2505,advantage attraction exposedKing middlegame quietMove veryLong
3r3r/8/p4k2/1pq1p2p/4PpP1/1QP2P1P/PP3R2/R5K1 w - - 0 29,a1d1 h5g4 h3g4 h8h2 g4g5 f6g5 d1d4 h2f2 b3f7 c5f8,2505,clearance crushing endgame pin veryLong
8/8/8/8/p6P/P1k1pKP1/3n4/5B2 w - - 3 52,f3e2 d2f1 g3g4 f1h2 e2e3 h2g4,2505,crushing endgame long
8/8/3K1k2/p2pp3/7p/2P5/P5PP/8 b - - 1 40,f6f5 d6d5 e5e4 d5d4 f5f4 h2h3 e4e3 d4d3,2506,crushing endgame pawnEndgame quietMove veryLong
1q5r/3kbpQp/8/3ppP2/4b3/1PR1B3/P6P/5RK1 w - - 1 25,g7f7 b8g8 f7g8 h8g8,2506,advantage middlegame short
8/2r5/2P5/3P4/3K4/6pp/R7/6k1 w - - 0 53,d4c5 h3h2 a2a1 g1f2,2506,endgame master
6k1/pp2r1p1/6Rp/8/1P1np3/3p3P/1P1K1P1P/2R5 w - - 2 32,c1c4 e4e3 f2e3 d4f3 d2c3 e7d7 g6g2 d3d2,2506,advancedPawn crushing endgame exposedKing master quietMove veryLong
1R6/8/2p1qppk/p1P1p2p/P2pP2P/5RP1/5PK1/8 b - - 0 42,e6c4 f3f6 d4d3 b8b7,2506,crushing defensiveMove endgame queenRookEndgame short
rnb2rk1/p3p3/2pp1p2/q2P3N/Np2P2P/1P6/P1P2PP1/2Q1K2R b K - 1 16,c8g4 c1h6 g4h5 h1h3,2506,advantage defensiveMove master middlegame sacrifice short
2b3k1/7B/4p3/3p4/2pP2Pq/2P1PRn1/r2Q2P1/6K1 b - - 1 29,g8g7 d2a2 g7h7 a2a7 h7h6 g4g5,2506,crushing exposedKing long middlegame
r4rk1/p3Rppp/2p5/3p1QP1/q3n3/2P2N1P/P1P2P2/R1B3K1 w - - 5 19,a1b1 a4c2 f3d2 g7g6 f5f4 e4d2 c1d2 c2b1,2506,advantage capturingDefender middlegame veryLong
8/8/5ppp/kp2p3/4P3/PP1K2P1/7P/8 b - - 0 38,f6f5 e4f5 g6f5 g3g4 f5g4 d3e4 h6h5 e4e5 b5b4 a3a4,2506,crushing defensiveMove endgame pawnEndgame veryLong
3bQ3/k1q4r/p2p1p2/2pPpP2/P3P3/2P5/5B2/K5R1 w - - 1 41,g1g8 c7a5 f2e1 h7h1,2506,crushing endgame master pin short
8/p7/5k1p/1P3p2/P3bQ1P/4K2q/8/5R2 w - - 6 47,e3d4 h3d3 d4c5 d3c3 c5d6 c3d4 d6c7 f6e7,2506,crushing defensiveMove endgame master veryLong
6r1/Q5pk/3p3p/2pNpR2/1p2P1Pq/1P1P4/P1P3P1/2b3K1 w - - 3 30,d5f6 h7h8 f6d5 c1b2 a7e7 b2d4,2506,crushing defensiveMove endgame long quietMove
8/p1k3p1/P4pp1/2K5/6PP/5P2/8/8 b - - 0 51,c7d7 f3f4 d7e6 c5c6 f6f5 g4f5,2506,crushing endgame long pawnEndgame quietMove
8/8/3k2p1/PP2pp1p/2rp3P/8/5PP1/3R2K1 b - - 0 42,d6c5 b5b6 c5c6 d1b1 c6b7 a5a6 b7b8 b6b7 c4a4 b1b6,2506,advancedPawn clearance crushing endgame quietMove rookEndgame veryLong
5r1k/pBp3bp/3p4/1P4P1/2q5/P2b3P/3Q2PB/4R2K w - - 0 30,b7c6 g7c3 d2e3 c3e1 h2e5 h8g8 e5f6 e1c3 e3f3 f8f6,2506,crushing master middlegame skewer veryLong
1r5r/QPk1qpb1/3p3p/1p4p1/PP3B2/1nP5/6PP/R4RK1 b - - 0 26,b3a1 a7c5 c7d7 f4d6 e7d6 f1f7 d7e8 c5d6,2506,advantage deflection discoveredAttack fork middlegame pin veryLong
3r2k1/1p2qpp1/1R2b2p/8/P3pBn1/1BP3Q1/1P3PPP/6K1 w - - 1 27,b3c2 e4e3 f4e3 e6f5 h2h3 g4e3,2506,advantage intermezzo long middlegame
8/8/7p/1p1k1pp1/2p5/P3KPPP/1P6/8 w - - 0 40,f3f4 g5f4 e3f4 d5d4 f4f5 d4d3 h3h4 d3c2 g3g4 c2b2 g4g5 h6g5,2506,advantage endgame pawnEndgame veryLong
3q1rk1/4ppb1/R2p1npp/1r1P4/3B4/1P3B1P/2Q2PP1/4R1K1 b - - 0 22,f6d5 d4g7 g8g7 c2d3 d5c7 a6a7,2506,advantage long middlegame
6k1/3q1p1p/1Bp3p1/3p4/P2Nn3/2P4b/2P2PP1/Q5K1 w - - 0 26,a4a5 h3g2 g1g2 d7g4 g2f1 e4d2 f1e1 g4g1 e1d2 g1a1,2506,attraction crushing endgame sacrifice skewer veryLong
8/p1k5/1p5p/1P1p2p1/P2P1p2/5P1P/5KP1/8 b - - 2 42,c7b7 h3h4 g5h4 f2g1 h4h3 g1h2 h3g2 h2g2 b7c8 g2h3,2506,crushing defensiveMove endgame pawnEndgame veryLong
r6k/4bRrp/1q5p/1NppPQ2/P7/2P4P/7K/R7 w - - 3 27,e5e6 b6b5 a4b5 e7d6 h2h1 a8a1 f5f1 a1f1,2506,advantage middlegame sacrifice veryLong
3r1r1k/1p4pp/p1n2p2/1q6/1P6/PQ1pPPPN/5KP1/R6R b - - 5 24,f8e8 h3f4 h7h6 f4g6 h8h7 h1h6 h7h6 g6f4,2506,crushing kingsideAttack middlegame sacrifice veryLong
2kr1b1r/pp1n1Rpp/2p1Bn2/4N3/1q2P3/4B1PQ/P1P4P/R5K1 b - - 13 20,b4c3 e6d7 d8d7 f7d7 c3e3 g1f1,2506,advantage defensiveMove long middlegame queensideAttack
3qk1r1/1b3p1p/p3P3/1pb1n1PQ/2r5/P1N1p2K/1PP4P/R1B2R1B w - - 2 22,e6f7 e8f8 f7g8n f8g8 h1b7 d8d7,2506,advantage defensiveMove long middlegame
r1bqk2r/1p2bp2/1nn1p3/3pP1N1/5PRp/p7/3PB1PP/BN1Q1RK1 b kq - 0 19,c8d7 g5f7 e8f7 d1c2,2506,advantage attackingF2F7 master middlegame sacrifice short
rn6/pp1q1pkp/6p1/2rP4/3N4/1P3P2/P5PP/R2Q1RK1 w - - 1 17,d1d3 c5d5 a1d1 g7g8,2506,crushing defensiveMove master middlegame short
8/7p/1p6/p2pPkp1/P4P2/2P3PP/8/6K1 w - - 0 37,f4g5 b6b5 a4b5 f5e5 g1g2 a5a4 b5b6 e5d6,2506,crushing defensiveMove endgame pawnEndgame quietMove veryLong
8/8/p2p1k2/Pp2p1p1/1P2P1P1/1b1BPK2/8/8 w - - 1 34,d3b5 a6b5 a5a6 b3d1 f3g2 d1c2,2506,advantage bishopEndgame endgame hangingPiece long
4r3/p1kR3r/2p2q1p/2b5/1p6/1B2p2Q/PPP2PPP/3R2K1 b - - 1 31,h7d7 h3d7 c7b6 d7e8 f6f2 g1h1 e3e2 e8d8 b6b5 b3c4,2506,advantage fork middlegame veryLong
8/pp6/7p/4k1p1/4p1P1/4K2P/PP3P2/8 w - - 1 33,b2b4 a7a6 e3d2 e5f4 d2e2 b7b6 e2d2 f4f3,2506,crushing endgame pawnEndgame quietMove veryLong zugzwang
rn3rk1/pbq1bppp/1p2p3/8/3N2Q1/1BP5/P2P1PPP/R1B1R1K1 b - - 7 13,b8d7 d4e6 f7e6 e1e6 g8h8 e6e7,2506,crushing long middlegame
r5k1/ppR2p2/4pQ1p/6p1/7N/6PK/PP3P1P/3rq3 b - - 0 23,e1f1 h3g4 f1e2 f2f3 a8f8 h4g6 e2f3 f6f3,2506,crushing endgame veryLong
2kr2r1/pp6/4p3/7n/3B1q2/P2Q4/1KP3P1/3R1B2 b - - 1 23,g8g3 d3c4 f4c7 c4e6,2506,crushing master middlegame short
2kr4/ppp5/3bbp2/1P5p/4Pp1P/2P2Pr1/PN2Q2K/R4R2 w - - 1 30,f1g1 g3h3 h2g2 d6c5 g2f1 c5g1,2506,crushing long middlegame
r1b5/1pR5/4pqpk/pB1p3p/P2Pnp2/4P2Q/1P3PPK/2R5 w - - 0 31,c7c8 a8c8 c1c8 e4g5,2506,advantage middlegame short
3r1r1k/pp3ppp/2pN1n2/6N1/2q5/6Q1/P1PR1PPP/2K5 b - - 2 21,c4a2 g5f7 f8f7 d6f7 a2f7 d2d8,2506,advantage fork long middlegame
1r2b1k1/1p6/pnnqpr1p/3pN3/3P3P/P2Q4/1PB2PP1/R4RK1 b - - 2 22,d6e7 e5c6 e8c6 d3g3 g8f7 g3b8,2506,crushing exposedKing fork long middlegame
3r1rk1/2q1bppn/1p2p2p/p3P3/2B1R2P/3N1Q2/PP3PP1/3R2K1 w - - 0 24,f3g3 b6b5 c4b5 c7b7 e4g4 b7b5,2506,advantage fork long middlegame
r3kb1r/ppp3pp/2n5/2q1Pp2/5Pb1/3Q4/PPPB2PP/RN2KB1R w KQkq - 2 11,b1c3 c6b4 d3b5 c7c6,2506,advantage defensiveMove opening short
8/4R3/6k1/p1pp4/P1n3KP/4p3/8/8 w - - 0 50,h4h5 g6f6 e7e8 f6f7,2506,crushing endgame short
4rk2/Qpp5/p2pB2p/3P1p2/2P5/1P5P/P4PPK/q7 b - - 3 36,a1a2 a7d4 e8e6 d4h8 f8f7 h8h7,2506,crushing endgame exposedKing long quietMove sacrifice
rn4n1/ppq1pkbQ/5pp1/3p4/3P2bP/2P5/PP3PP1/RNB1K1NR w KQ - 1 11,b1a3 b8d7 h4h5 g4h5 h1h5 d7f8,2506,advantage long master middlegame quietMove sacrifice
r6k/pp1b2qp/4p3/8/2B2PRQ/P3K2P/P7/8 b - - 0 31,g7c3 c4d3 c3c1 e3f2 c1d2 f2g1,2506,crushing defensiveMove endgame long
8/8/2p5/1p1p2p1/p2P4/P1P2KPk/8/8 b - - 5 40,g5g4 f3f4 h3g2 f4g4 g2f2 g4f4 f2e2 g3g4 c6c5 d4c5 d5d4 c5c6 d4d3 c6c7 d3d2 c7c8q,2506,advancedPawn crushing defensiveMove endgame pawnEndgame promotion quietMove veryLong zugzwang
2r3k1/5b1p/4p2P/4bpN1/Q2p4/1P1B1K2/1q3PP1/7R b - - 0 39,f7h5 h1h5 b2d2 g2g3 d2d1 f3g2,2506,crushing hangingPiece long middlegame quietMove
6k1/5p2/6p1/1R1BP1np/2p2p2/P1P1bPqP/1P2Q1P1/7K w - - 9 40,b5b7 g5h3 d5f7 g8h8 b7b8 h8h7 f7g6 g3g6,2506,crushing endgame veryLong
5rk1/p3qp2/1p6/3pPpp1/1P1P1P1b/P1r1BK1R/8/R6Q w - - 0 29,f4g5 e7g5 f3e2 g5g4 e2f1 c3e3 h3e3 g4d4,2506,capturingDefender crushing deflection exposedKing middlegame pin veryLong
1r4k1/6pp/3Qbp2/8/3BP3/1p1P3P/q3BPP1/1R4K1 b - - 7 30,a2b1 g1h2 b8e8 e2h5 e6f7 h5f7 g8f7 d6d5,2506,attraction crushing defensiveMove endgame veryLong
4R1rk/1R3Q1p/p5p1/8/3b4/3q2KP/P5P1/8 w - - 6 35,g3g4 d3f5 f7f5 g6f5 g4f5 g8e8,2506,advantage discoveredCheck doubleCheck endgame long
6k1/p7/2Q3pp/3n1p2/3P4/1P4PP/PB1q2BK/4r3 b - - 2 32,d5e7 c6c4 g8f8 b2c3,2506,advantage endgame short
2rq4/4k1p1/4pp2/3p4/2nP4/P5PQ/1P3P1P/1K1R1R2 w - - 1 27,b1a2 d8b6 d1b1 c4a3,2506,advantage endgame short
r3rk2/1p3pq1/p4p2/8/3RBQb1/8/PPP2P2/R6K w - - 0 25,a1g1 e8e4 f4d6 f8g8 d4e4 g7h7 d6h2 h7e4 h2g2 e4h7,2506,crushing exposedKing fork middlegame sacrifice veryLong
r6k/2p3pp/1pPq4/1N1r4/4pp2/pQ1nP2P/5PP1/R4RK1 b - - 1 26,d6c5 b5c7 d5g5 e3f4 g5g2 g1g2,2506,advantage fork long master middlegame
1k6/1p1r2p1/P4bp1/1R6/1B1pp2r/2p4P/2P2PP1/R5K1 b - - 2 31,d4d3 b4d6 d7d6 a6b7 h4h8 a1a8 b8c7 a8h8 d6d8 h8d8,2506,advancedPawn crushing deflection endgame queensideAttack sacrifice skewer veryLong
4k1r1/p3pp2/p7/4rP2/2q4P/2N2Qb1/PPP3K1/R5R1 b - - 5 24,c4h4 f3a8 e8d7 a8b7,2506,crushing middlegame short
2rr2k1/1b4pp/pq2pN1b/3nQ3/2B5/1P6/PB4PP/R4R1K b - - 0 22,g7f6 f1f6 b6e3 f6h6 e3e5 b2e5,2507,advantage long middlegame
8/8/1p1p1kp1/2pPp3/2P3KP/2P5/5P2/8 b - - 0 34,f6g7 g4g5 g7f7 g5h6 f7f6 f2f3 f6f5 h6g7 f5f4 g7g6 f4f3 h4h5,2507,crushing defensiveMove endgame pawnEndgame quietMove veryLong zugzwang
8/8/1p1P1k2/p4P1p/1P2K3/8/8/8 b - - 0 55,a5b4 e4d5 b4b3 d6d7 f6e7 d5c6 b3b2 f5f6 e7f7 d7d8q b2b1q d8e7 f7g6 e7g7 g6f5 g7h7 f5f6 h7b1,2507,advancedPawn crushing deflection endgame exposedKing master pawnEndgame promotion skewer veryLong
5rk1/pr6/1pq1p1pQ/4Pp2/3P3R/8/7P/5RK1 b - - 3 28,g8f7 f1c1 c6d7 d4d5,2507,crushing endgame short
5rk1/Q2P1R2/5Pp1/1p5p/1Pp5/3qp2P/6PK/8 b - - 0 40,f8f7 a7b8 f7f8 b8c7 f8f6 d7d8q d3d8 c7d8,2507,advancedPawn crushing endgame exposedKing fork promotion veryLong
8/8/3p4/7K/8/5B2/1pk2P2/8 w - - 0 66,h5g6 c2c3 f3e4 d6d5 e4d5 b2b1q,2507,advancedPawn bishopEndgame crushing deflection endgame long promotion
r5k1/5ppp/b1p2n2/3q1PB1/p2p3Q/3P2N1/PP4PP/4R1K1 b - - 0 25,a8e8 g3h5 e8e1 h4e1,2507,advantage middlegame short
8/p7/8/P7/K5k1/1P4rp/1R6/8 w - - 0 46,b3b4 g3g2 b2b1 h3h2 b1h1 g4h3,2507,advancedPawn crushing defensiveMove endgame long rookEndgame
1k1rr3/pB1bq1p1/1np4p/3pp3/Q2P4/1R2P3/PP3PPP/1KR5 w - - 2 24,b3b6 a7b6 b7c6 d7c6 c1c6 e7a7,2507,clearance crushing hangingPiece long master masterVsMaster middlegame
3q1rk1/Q2b1ppp/8/8/8/2bBB3/PrP2PPP/R3K2R w KQ - 2 16,e1e2 d7b5 d3b5 b2c2 e2f1 c3a1,2507,crushing deflection discoveredAttack interference long middlegame sacrifice
8/8/2p5/2P2kp1/Pp2p3/nP6/1K1B4/8 w - - 0 44,d2b4 g5g4 b4d2 g4g3 b2a3 f5g4 a3b4 g4f3,2507,crushing defensiveMove endgame quietMove sacrifice veryLong
6k1/7p/6p1/5p2/1Bp2P2/2PpKNP1/7P/r7 w - - 2 36,e3d4 a1a2 d4c4 d3d2 f3d2 a2d2,2507,advancedPawn crushing endgame long
1k1r2r1/bPpb4/B2p2np/R3p3/2N1P1pN/1QP3P1/5qPK/R7 w - - 12 29,h4g6 g8g6 c4e5 d6e5 a6c4 g6b6,2507,advantage clearance long middlegame
8/2b2k2/2p2ppp/1pP5/1P2Pn2/2K1B1PP/8/8 w - - 0 62,e3f4 c7f4 g3f4 g6g5 f4f5 h6h5 c3d4 h5h4,2507,bishopEndgame crushing defensiveMove endgame quietMove veryLong
5rk1/1p2pp1p/p2p2pQ/3P4/4N3/q2n1P2/P1r3PP/1R3R1K b - - 3 21,f7f6 b1b7 a3c1 e4f6 f8f6 b7b8,2507,advantage long middlegame
